battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
855,1,2.1,0,13,1,17,0.9,146,3,13,455,1497,503,6,5,6,0,1,1,0
690,1,2.5,0,16,0,46,0.3,128,6,4,433,1217,3759,5,13,3,0,1,1,1
921,0,2.5,0,0,0,8,0.3,180,6,7,1630,682,823,14,1,14,1,1,1,1
1199,0,2.0,0,8,0,17,0.3,137,6,13,172,1144,939,16,17,15,0,0,1,0
506,1,1.8,0,19,1,8,0.1,183,3,15,472,529,3980,6,5,4,0,1,1,1
632,0,0.7,1,18,1,28,0.8,123,1,5,1446,1911,899,8,4,12,0,0,0,1
1056,0,1.2,0,3,1,15,0.9,104,4,7,1019,1266,734,10,13,5,1,1,0,1
1325,1,0.7,0,7,1,15,0.7,102,1,1,916,1666,3016,17,16,14,0,1,0,2
1260,0,2.9,1,12,1,45,0.3,187,2,18,438,1114,623,16,10,9,1,1,0,0
1554,0,0.8,0,3,0,34,0.4,138,3,8,1015,1942,2100,11,0,9,0,1,1,2
1034,1,0.9,0,8,1,34,0.5,80,2,4,1080,1504,612,11,9,14,1,1,0,1
925,1,2.7,0,8,1,45,1.0,176,4,4,497,573,2711,11,8,11,1,0,0,1
1917,0,2.9,1,17,0,21,0.3,94,4,18,1637,1578,1624,8,11,14,1,0,1,2
1171,0,2.4,0,11,1,54,0.8,160,5,3,168,1461,2482,16,0,14,0,1,0,1
862,1,0.5,1,9,0,48,0.5,177,2,15,988,523,3752,9,17,18,0,0,1,2
1960,0,0.5,1,10,1,37,0.4,160,1,15,1605,1545,3868,18,11,7,0,1,0,3
581,0,1.4,0,6,0,8,0.5,131,7,15,1873,927,1722,15,1,3,1,1,1,2
855,0,0.9,0,8,0,33,0.2,137,2,6,560,1555,2098,16,0,18,1,1,1,1
1781,1,0.5,0,5,1,49,0.8,120,3,17,427,1362,3633,7,0,13,0,1,1,2
1088,0,1.7,0,18,1,4,0.3,123,4,0,418,838,2670,5,0,7,1,1,0,1
794,0,2.9,1,15,0,40,0.8,83,4,2,1370,1011,1315,18,11,6,1,1,0,1
1747,1,1.3,0,14,0,30,0.2,156,2,7,1540,1593,2766,12,6,6,0,1,1,3
1569,0,2.2,1,6,0,25,1.0,147,2,0,454,1171,1900,14,3,10,1,0,0,1
1636,0,2.1,1,15,0,23,0.3,86,6,6,713,1611,1083,15,3,4,0,0,1,1
1756,1,1.1,1,4,0,7,0.9,125,2,6,201,1376,1425,11,14,6,0,1,1,1
516,1,2.1,1,15,0,49,0.8,88,6,7,178,1070,2067,18,0,8,1,0,1,0
859,1,1.0,1,0,0,25,1.0,166,3,18,56,1263,2180,13,5,13,0,1,1,0
1746,1,0.8,0,18,1,41,0.5,112,3,16,1721,1742,2449,18,13,8,1,0,1,3
1365,0,2.3,1,4,0,24,0.8,112,1,10,1627,1212,2683,14,13,11,0,0,1,2
1199,0,0.8,1,6,1,55,0.4,163,2,14,1827,1088,423,8,9,9,0,1,1,1
947,1,3.0,0,18,1,39,0.3,83,1,8,1929,1266,3602,16,6,18,0,1,0,3
1355,1,1.0,0,4,0,11,0.5,144,7,16,945,1793,342,16,11,6,0,0,0,1
864,0,2.0,1,16,0,17,0.2,197,5,10,500,1318,409,9,8,16,0,1,0,0
1174,1,1.5,1,7,1,12,1.0,185,3,5,738,577,2800,9,2,10,0,0,0,2
1507,0,0.8,0,0,0,33,0.2,113,4,8,1956,509,570,17,3,12,0,1,0,2
1849,1,0.6,1,1,0,46,0.6,170,6,17,111,1991,2110,11,12,14,1,0,0,1
966,0,2.1,0,14,1,62,0.7,164,5,19,1171,1859,3937,17,9,19,0,0,1,2
913,1,2.5,0,19,1,7,0.6,167,4,1,1804,1135,978,13,13,18,0,0,0,1
1978,1,2.6,1,17,1,25,0.7,158,5,3,714,1709,2237,12,5,10,1,1,1,2
1085,0,1.7,0,10,0,34,0.2,178,1,17,1401,1644,3887,11,7,11,1,0,0,2
1756,1,2.4,1,9,0,54,0.6,143,1,0,876,1091,2109,18,9,6,0,1,1,2
1747,0,2.2,1,3,1,52,0.4,104,6,10,1938,1217,3601,5,4,12,1,1,0,3
1493,0,2.3,1,4,0,13,0.9,134,3,2,1371,1064,1985,16,4,16,0,1,0,2
1935,0,1.7,0,3,1,57,0.8,88,7,7,1381,1797,3067,14,4,3,0,1,0,3
1071,0,2.1,1,12,0,28,1.0,96,6,4,1079,909,2565,17,8,15,1,1,0,2
834,0,2.5,0,12,1,39,0.1,100,7,19,812,857,2790,10,8,6,1,0,0,1
1745,1,1.5,1,17,0,63,0.4,139,4,4,1339,597,2757,14,14,7,0,1,1,2
536,1,2.5,1,1,1,19,0.3,92,5,10,963,1506,2746,13,8,16,1,1,1,1
1488,0,2.0,0,15,0,46,0.1,82,6,11,1208,740,3589,17,13,5,0,0,0,2
777,1,0.9,1,0,0,40,0.3,147,7,8,1077,1056,2846,11,5,11,0,0,1,1
1719,0,0.6,1,18,1,56,0.7,83,2,12,36,1210,1384,5,7,10,1,1,1,1
1415,1,1.4,0,8,0,14,0.3,186,2,19,1746,1637,2279,13,1,11,0,1,1,2
983,1,1.9,0,2,0,54,0.6,171,3,2,1828,1764,605,7,4,5,1,1,1,1
1765,1,2.6,0,6,1,41,0.9,86,7,12,1012,655,1079,18,16,5,1,0,0,2
1847,1,0.8,1,9,0,31,0.7,105,6,10,1293,851,693,13,9,7,1,1,0,2
1230,0,2.5,0,0,0,54,0.5,154,4,10,862,543,2260,8,13,9,0,1,1,1
691,0,2.7,0,9,0,50,0.4,103,2,19,731,1091,424,13,17,17,0,0,0,0
1540,1,0.9,1,8,1,42,0.5,186,3,6,1531,1835,3670,17,0,9,0,0,0,3
1023,1,2.6,0,14,1,53,0.3,89,6,16,1251,637,3557,12,1,17,1,0,0,2
1417,0,3.0,1,14,1,14,0.7,180,3,15,1451,935,278,11,3,7,0,1,0,1
900,1,2.3,1,2,1,35,0.4,92,4,13,1893,1253,3291,8,12,18,1,1,1,2
1385,0,2.5,0,4,1,37,0.9,123,2,0,1746,642,2979,13,15,2,1,1,1,3
1204,0,3.0,1,8,0,31,0.8,185,2,10,809,1523,536,8,4,19,0,0,1,1
521,0,2.0,0,8,0,62,0.6,118,2,12,1024,1822,3846,5,9,18,1,0,0,2
973,1,1.3,0,6,1,26,0.4,98,7,0,22,761,3025,10,16,18,0,1,1,1
1643,0,2.6,0,11,0,3,0.3,130,1,1,1526,1011,2556,8,10,13,1,0,1,2
709,1,2.0,0,8,0,37,0.8,98,7,8,1471,1172,659,14,4,13,0,0,1,1
805,0,2.0,1,5,0,19,0.5,155,2,12,795,561,2436,7,14,7,1,0,1,1
1793,1,1.1,1,1,0,6,0.3,131,5,4,495,1946,3601,16,3,8,1,0,0,2
1203,1,2.4,0,8,1,20,0.3,165,1,8,899,1919,2921,9,6,9,0,1,1,2
1186,1,0.7,0,16,1,43,0.2,126,6,12,424,530,487,7,9,4,0,1,0,0
784,0,2.8,1,0,0,19,0.8,180,7,4,699,1853,2848,15,3,18,0,0,0,1
1215,0,1.3,0,18,0,63,0.3,199,1,14,17,1448,334,13,4,9,0,0,1,0
1262,1,0.8,1,5,1,58,0.6,109,1,6,1468,1301,1314,16,4,12,0,0,0,2
1750,1,1.6,0,4,0,33,0.5,125,7,13,1584,1692,2798,10,10,19,1,0,0,3
1447,1,0.6,1,1,0,22,0.6,155,7,15,1582,765,1389,7,4,17,1,0,1,2
880,0,2.2,1,8,0,11,0.9,172,1,5,626,807,1600,9,7,14,0,1,1,1
959,0,2.8,1,13,1,38,0.9,100,3,1,1062,958,3902,12,6,10,0,0,1,2
1530,0,2.6,0,3,1,50,0.5,154,5,15,1752,1708,2631,18,7,8,1,1,1,3
528,0,0.8,0,3,0,23,0.1,180,4,18,1233,833,3270,12,12,18,1,1,1,2
1406,1,0.8,0,14,0,14,0.5,127,2,4,1797,1014,2993,10,4,9,0,0,0,3
1556,1,2.5,0,7,0,56,0.6,141,7,3,210,940,2687,9,17,9,0,1,1,1
1378,0,2.8,0,3,0,18,0.6,137,1,13,564,1172,1643,9,8,4,0,0,0,1
578,0,1.7,1,15,0,10,0.7,97,4,5,971,890,3559,5,1,17,1,0,0,2
1446,1,1.7,1,3,0,25,0.2,187,7,7,1304,1434,1895,6,15,13,1,0,1,2
958,0,1.3,1,15,1,45,0.7,138,3,2,1890,1059,1693,16,13,16,1,1,0,2
1069,0,2.7,1,11,1,15,0.3,170,4,3,1856,753,3621,15,16,5,1,1,0,3
1953,0,2.1,1,15,0,47,0.8,180,1,0,132,1858,802,8,5,8,0,1,1,1
1237,0,1.2,1,18,1,9,0.4,127,6,1,448,1923,1985,10,2,12,0,0,1,1
1808,0,1.2,1,7,0,56,0.7,142,5,12,263,1689,3501,15,16,6,0,1,0,2
1015,0,2.7,0,5,0,38,0.1,91,4,8,1830,1783,2695,11,12,14,1,1,0,2
1622,1,0.5,1,9,1,20,0.5,166,7,11,110,1527,3429,5,5,12,1,1,0,2
896,0,1.3,0,4,1,29,0.7,113,1,9,1578,618,1572,12,7,6,0,0,0,1
538,0,1.9,1,17,0,47,0.3,140,7,9,849,1495,1364,16,5,9,0,1,0,0
1794,1,0.9,1,9,0,42,0.8,181,1,17,1261,969,1164,5,15,18,1,0,1,2
1386,1,0.7,0,9,1,31,0.7,166,2,11,1914,1993,1480,13,5,12,0,1,1,2
1296,1,2.5,1,6,1,8,0.6,132,6,15,1480,1284,940,8,16,19,0,1,1,1
656,0,2.7,0,17,0,60,0.4,104,2,5,900,1593,2844,16,2,11,1,1,1,1
1598,1,2.6,1,0,0,59,0.5,141,6,9,758,1193,2600,11,11,6,0,0,0,2
1383,0,2.7,0,6,0,27,0.6,83,5,14,1539,1364,2359,15,5,2,1,0,1,2
1653,0,1.9,1,0,1,41,0.5,173,2,8,1899,1275,3799,18,6,18,0,1,1,3
1473,0,2.5,0,14,0,47,0.7,173,5,1,860,1893,3343,10,10,18,0,1,0,2
1607,1,1.5,0,3,1,55,0.5,92,7,17,896,680,1931,17,8,2,0,0,0,2
1545,1,2.2,1,19,0,61,0.3,121,3,11,861,1528,2369,13,15,2,1,0,0,2
1982,1,3.0,1,9,1,47,0.3,128,3,2,1847,1720,1213,18,4,10,1,1,1,2
1348,1,1.1,0,8,1,12,0.1,157,6,6,1196,546,1938,6,14,5,1,1,1,2
1905,1,1.5,1,1,1,15,0.4,135,6,8,192,1133,3997,15,3,10,1,0,0,2
1247,0,1.7,0,13,1,22,0.8,126,2,7,514,1663,3799,11,4,15,0,1,0,2
1963,0,0.8,1,15,0,9,0.8,87,3,5,789,1950,2188,15,6,16,1,0,1,2
1488,0,0.7,0,0,1,4,0.3,134,4,0,967,1088,1860,9,2,17,0,1,0,2
520,0,2.6,1,1,1,29,1.0,167,4,13,1591,809,3350,17,3,17,0,1,0,2
802,1,2.9,0,6,1,62,0.6,97,7,15,1809,773,957,11,14,14,0,1,0,1
1368,1,1.5,1,9,0,30,0.9,114,4,15,1432,1339,3063,5,1,15,0,1,1,2
583,0,0.7,0,19,0,24,0.7,168,7,3,1711,1913,2789,15,4,10,0,0,1,2
1976,1,0.7,0,0,0,19,0.8,160,3,5,1651,958,3742,15,6,10,0,1,1,3
1910,1,2.7,1,12,0,36,0.2,111,4,14,83,1232,1076,14,16,5,0,1,0,1
1780,0,1.7,1,0,0,14,0.3,199,5,7,1694,860,1143,13,7,11,1,1,0,2
1069,0,1.3,0,4,0,13,0.1,103,1,0,797,1517,3984,5,8,4,0,1,1,2
1433,1,1.7,0,15,1,48,0.7,86,6,12,79,1592,2175,18,9,10,1,1,0,1
1685,1,1.3,0,14,1,51,0.4,92,2,17,1601,1161,1584,9,10,17,0,1,0,2
1686,0,1.7,0,16,1,6,0.8,170,7,17,1232,1198,2480,18,0,17,1,0,1,2
1508,0,2.6,1,15,0,40,0.4,191,5,12,521,1954,2498,12,14,18,0,1,0,1
1292,0,2.0,0,12,1,12,0.8,148,4,13,1222,1384,3340,5,7,19,1,0,0,2
1291,1,2.2,0,10,1,59,0.2,179,1,10,1594,1257,1131,11,11,11,0,0,0,2
1794,0,1.4,0,16,0,60,0.3,169,2,6,233,1555,421,6,5,16,1,0,0,1
991,0,2.3,1,16,1,12,0.4,121,5,17,1842,1120,1429,11,9,16,1,0,1,2
707,1,2.2,0,1,0,60,0.5,188,2,3,243,681,3668,11,4,12,1,1,0,1
1583,1,0.8,1,12,1,48,0.4,110,7,16,1914,1185,812,13,6,9,0,1,1,2
929,1,1.9,1,13,0,43,0.8,153,7,18,1416,1180,1453,10,6,17,0,1,1,1
1484,1,1.1,1,10,0,48,0.2,189,6,13,1589,747,2470,8,8,11,1,0,1,2
1832,1,2.5,1,9,0,32,0.4,105,3,9,1469,1119,964,11,14,10,1,1,1,2
1019,0,1.6,1,2,1,32,0.9,165,7,5,848,1820,973,11,5,16,0,0,0,1
1090,0,3.0,1,16,1,14,0.2,155,4,17,392,529,3921,8,15,6,0,0,0,2
1550,1,0.7,1,14,0,15,0.9,111,5,3,8,1825,1859,6,6,3,0,1,1,1
698,1,2.5,0,8,0,50,1.0,170,5,10,612,1372,2400,17,14,17,0,0,1,1
886,1,2.2,0,9,1,46,0.2,176,1,12,1943,1447,2982,15,1,19,0,0,1,2
848,1,2.4,1,7,1,43,0.4,196,1,7,806,1875,2707,13,7,17,1,0,1,1
1459,1,1.3,0,12,0,26,0.4,131,1,9,714,1484,1356,18,11,6,1,0,0,1
1192,0,1.7,0,17,1,34,0.8,99,2,10,1927,816,2275,12,10,2,1,1,1,2
877,0,2.5,1,4,1,34,0.6,182,4,2,1176,1236,1516,9,5,11,1,0,1,1
1398,0,1.1,0,5,1,63,0.7,184,2,14,109,1920,546,18,12,14,0,0,0,0
1415,0,1.1,1,16,0,16,0.8,119,4,7,833,1612,2439,9,15,12,0,0,1,2
1026,1,1.9,0,10,0,17,0.2,138,5,19,265,1757,3192,5,7,16,1,1,0,1
1676,0,1.8,1,19,1,45,0.8,156,7,17,1396,667,3184,15,16,3,0,1,0,3
1233,1,1.2,1,15,0,59,0.7,93,7,0,1175,1242,2670,13,12,7,0,0,0,2
705,1,1.2,0,8,1,57,0.6,123,2,7,975,625,2851,15,3,12,1,1,1,1
954,1,1.2,0,1,1,39,0.9,183,2,2,1618,1072,3205,18,9,16,1,1,0,2
1796,0,2.4,1,4,0,7,0.7,196,2,0,954,619,2551,14,15,10,0,1,0,2
1759,1,2.1,1,0,0,45,0.3,165,3,19,1438,1951,3069,15,16,13,1,1,1,3
1020,0,2.6,1,3,0,26,0.5,161,6,15,906,1508,1493,12,7,5,0,0,1,1
1516,0,2.9,0,3,1,16,0.5,127,4,8,1669,1713,2373,9,10,15,1,0,1,2
1455,1,1.7,0,2,1,5,0.1,172,7,16,1349,1951,1001,14,4,4,0,1,1,2
1225,1,0.7,0,8,0,57,1.0,122,4,15,671,1059,3299,10,15,18,1,1,0,2
1513,1,0.6,0,11,0,5,0.2,95,2,5,1574,1725,2632,16,7,14,0,1,1,2
1000,0,1.2,1,9,0,31,0.7,189,3,6,175,1582,3343,14,15,9,0,1,0,1
616,1,2.8,1,1,1,35,0.6,114,2,15,524,1196,3814,15,3,13,0,1,0,1
885,0,1.8,1,10,1,28,0.1,132,4,7,1338,722,1453,14,5,13,1,1,1,1
1867,1,1.2,1,9,1,32,0.9,113,6,9,1090,1534,954,12,7,13,0,1,1,2
1083,1,1.5,0,5,0,57,0.9,82,7,13,951,1292,3109,10,8,3,0,0,1,2
894,0,2.0,1,17,0,33,0.6,147,6,10,1783,1313,2577,14,12,11,1,0,1,2
1587,0,2.1,1,1,1,45,0.3,197,5,1,1576,809,779,18,16,10,1,1,0,2
1220,0,0.9,0,1,0,40,0.2,84,3,11,1207,1511,2101,8,8,2,0,1,1,2
571,0,2.9,0,9,0,53,0.4,89,6,19,1058,1248,2522,7,12,5,0,0,0,1
773,0,1.9,1,15,0,10,0.3,131,3,19,1957,1557,1279,11,8,15,1,0,0,2
1843,0,0.8,0,11,0,42,0.6,108,2,12,504,1518,2816,17,5,17,1,1,1,2
837,1,2.7,1,0,1,9,1.0,175,5,14,848,1863,3726,6,9,19,0,0,1,2
1889,1,0.7,0,7,0,15,0.6,110,4,11,962,980,3438,11,4,3,0,0,1,3
1106,0,2.8,0,15,1,34,0.9,145,6,12,1825,1073,2266,5,6,7,1,1,0,2
665,1,3.0,1,17,1,24,0.7,155,6,7,1099,1324,719,17,10,4,0,0,0,1
510,0,2.3,0,12,0,22,0.5,170,1,15,471,1616,1920,14,8,14,0,1,0,0
1824,1,2.4,1,14,1,56,0.9,148,7,2,1605,1127,3420,9,9,18,0,0,1,3
1228,1,1.3,0,11,1,13,0.5,116,4,12,1769,1656,706,13,10,15,1,1,1,2
1300,0,2.9,0,7,0,58,0.9,106,6,11,522,1343,1675,17,2,12,1,0,1,1
601,0,1.8,0,9,1,3,0.4,166,6,18,879,1488,2171,17,7,17,0,0,1,1
1948,0,2.3,0,13,1,14,0.2,112,4,1,1306,918,1179,5,16,12,0,1,1,2
1915,1,2.8,0,4,1,63,0.9,147,5,0,1839,1991,3878,12,6,19,0,0,1,3
1278,0,2.9,1,17,1,60,0.6,138,3,7,1559,1967,3236,13,11,3,1,0,1,2
713,1,2.6,0,18,1,5,0.9,143,4,8,273,529,2782,13,15,9,0,1,0,1
1611,0,1.3,1,14,1,21,0.9,164,3,7,1562,797,571,12,14,15,1,0,0,2
900,1,2.9,0,5,1,51,0.1,167,5,16,53,1584,926,8,12,3,0,0,0,0
1087,1,2.1,1,10,1,52,0.6,123,5,8,1078,957,953,18,17,14,1,1,0,1
1388,0,2.8,0,10,0,49,0.4,174,2,5,887,803,1248,18,17,11,0,1,1,1
1569,1,2.2,1,19,0,60,0.7,187,1,14,744,1457,1632,11,4,9,1,1,1,1
1986,1,1.3,1,19,0,15,0.8,191,5,12,276,839,3071,5,13,8,1,1,1,2
1091,0,1.4,0,17,1,31,0.4,167,5,11,1466,947,1518,11,10,14,0,1,0,2
1833,1,1.9,0,17,1,30,0.6,128,3,12,882,1825,1383,10,2,16,1,1,1,2
1609,0,2.5,0,9,1,9,0.7,132,5,6,1441,1380,1162,9,16,3,0,1,0,2
591,0,1.3,1,1,0,13,0.2,153,4,17,631,1039,3181,5,11,6,1,1,0,1
1172,0,1.9,1,8,0,42,0.8,128,2,13,1248,984,1308,12,2,2,0,0,0,1
1213,0,1.4,0,13,0,39,0.6,192,2,10,569,576,344,14,1,8,1,0,1,0
1435,1,2.5,0,18,1,27,1.0,193,4,13,1278,1014,2678,5,3,19,1,1,1,2
741,1,1.7,1,9,0,51,0.4,145,6,16,175,1443,3724,5,17,2,0,0,0,1
501,1,0.7,1,3,0,3,0.2,174,5,1,565,1158,1842,18,13,2,1,1,0,0
724,0,0.9,0,5,1,56,0.6,142,7,18,1169,591,619,7,7,8,0,0,1,1
1300,1,0.7,1,13,0,41,0.2,104,1,15,770,965,2450,17,1,18,0,0,0,2
1088,1,1.7,0,3,1,57,1.0,83,5,9,1687,965,569,12,9,7,0,1,1,1
615,0,0.8,0,14,0,15,0.1,130,2,7,1408,1563,803,12,4,13,1,0,0,1
1417,0,0.8,0,15,1,7,0.8,90,1,4,261,1189,1051,18,10,16,1,0,1,1
1626,1,2.9,1,6,1,43,0.6,96,7,6,530,1852,3779,11,8,14,1,0,0,2
693,0,2.7,1,16,1,41,0.4,187,6,12,1877,1808,3202,9,15,13,0,1,1,2
1689,0,1.6,1,18,1,63,0.2,145,3,15,1394,1446,1785,12,4,3,0,0,0,2
1370,0,3.0,1,18,1,32,0.7,149,3,4,1706,1053,1765,6,14,19,1,0,1,2
589,0,0.5,0,16,0,18,0.6,152,7,15,890,1589,2404,12,13,5,0,1,0,1
621,1,2.0,1,5,1,26,0.4,148,5,14,1927,608,362,16,8,11,1,0,1,1
642,0,2.0,0,10,1,62,0.9,163,5,8,1220,1938,1112,15,4,12,1,0,0,1
1493,0,1.6,0,15,1,33,0.4,108,1,11,947,591,3240,6,14,7,0,0,0,2
605,0,1.5,0,7,1,13,0.5,164,1,7,584,1502,546,14,8,7,0,0,0,0
1386,0,1.6,1,10,0,50,0.6,152,6,12,814,867,1628,9,3,10,0,1,0,1
927,0,1.5,0,6,1,14,0.2,171,5,4,1620,1319,872,15,3,14,0,1,0,1
1828,0,2.3,0,18,0,20,0.9,198,2,13,1307,922,2012,17,6,6,1,1,0,2
816,0,0.8,1,9,1,45,0.4,151,3,15,301,1071,2891,8,14,7,0,0,1,1
1134,0,1.0,0,8,1,49,0.2,174,6,10,1155,1361,1506,17,16,5,0,1,1,1
508,1,1.0,1,3,0,26,0.4,99,1,19,1143,1763,2899,5,17,7,0,0,0,1
1273,0,1.2,1,14,0,32,0.6,106,2,11,1751,934,1232,9,6,19,1,0,1,2
1596,1,1.8,1,12,0,60,0.6,87,5,14,1159,711,2292,11,9,14,0,1,0,2
1882,0,0.8,0,1,1,38,0.7,197,4,11,627,1923,1867,5,12,4,0,1,0,2
722,0,2.7,1,1,0,26,0.1,164,1,8,572,1025,2046,6,1,11,1,1,1,1
1939,0,1.2,1,15,1,17,0.4,140,6,0,528,967,3377,16,10,5,1,0,0,2
1052,0,0.9,1,8,0,58,0.8,107,4,2,33,1693,1123,18,4,16,1,0,0,0
1893,1,2.2,1,12,0,39,0.2,166,2,11,531,1291,3273,13,5,13,0,0,1,2
1215,0,0.6,0,2,1,44,0.9,149,7,19,1231,1374,3025,16,2,16,1,0,0,2
1787,0,2.0,1,8,0,50,0.2,82,3,12,1697,709,413,9,0,11,1,1,0,2
1841,1,2.2,0,12,0,59,0.9,148,7,5,1322,755,583,18,2,13,0,1,1,2
1607,1,1.0,1,1,1,24,0.4,152,7,9,1545,572,3404,17,2,9,0,0,1,3
1841,0,0.6,0,7,1,15,0.7,86,7,9,1117,646,3038,11,3,4,1,0,0,2
610,1,1.4,1,8,1,7,0.2,139,2,15,1437,1863,2936,6,6,8,0,1,0,2
750,1,0.7,0,15,0,26,0.2,83,3,0,370,816,1733,11,14,19,0,1,0,0
882,1,0.8,1,1,0,24,0.3,182,2,15,408,1105,3637,11,10,4,1,0,0,1
506,0,1.1,0,5,0,63,0.2,84,7,3,1406,1074,2630,11,17,16,0,1,0,1
958,0,1.2,0,7,0,61,0.4,90,1,5,1464,1677,2811,9,11,3,0,0,0,2
1607,0,1.8,0,4,0,44,0.6,94,7,18,1901,1778,1125,13,3,16,1,0,0,2
707,1,2.2,1,8,1,13,0.6,143,1,1,1470,1874,1386,6,10,14,1,0,1,1
1399,0,2.0,0,0,0,14,0.8,177,6,17,1642,1046,496,8,5,11,0,0,0,1
1913,1,0.9,0,8,1,37,0.7,92,7,9,616,1334,2738,6,17,9,1,1,0,2
1837,0,0.9,0,9,0,40,0.6,197,4,3,70,811,3355,12,14,17,1,1,1,2
521,0,2.7,0,3,1,35,0.5,191,2,0,83,1307,3007,16,2,17,0,0,0,1
909,1,1.9,1,2,0,7,0.5,86,7,14,208,1264,3576,15,16,3,0,0,0,1
1394,0,2.7,0,9,0,39,0.5,183,2,9,258,633,1643,5,0,10,0,0,1,1
1014,1,1.4,0,14,1,51,0.9,85,7,17,1262,1447,2004,13,1,9,1,0,0,1
1650,1,2.0,0,10,0,63,0.3,135,4,15,1325,1652,1812,16,8,12,1,0,1,2
1308,0,1.8,1,13,1,53,0.1,143,7,12,1255,935,3799,17,7,2,0,1,1,2
1373,1,1.3,0,5,0,41,0.7,182,5,14,931,1803,1946,18,11,12,0,0,1,1
513,0,1.7,0,11,0,9,0.3,129,6,1,281,857,1818,9,14,19,0,1,1,0
1470,0,1.8,0,12,1,62,0.9,109,2,19,393,1429,2892,15,6,16,0,0,1,2
1477,1,1.0,0,16,0,9,0.9,101,6,3,417,1382,668,16,15,10,1,0,1,1
1513,0,1.3,1,15,1,41,0.2,104,2,0,1229,751,2214,7,6,10,1,0,1,2
1535,1,2.5,0,2,0,34,0.2,107,2,6,1287,634,824,16,11,2,1,0,0,1
586,0,2.8,0,1,0,35,0.5,197,5,10,1334,1022,1910,15,16,8,1,1,1,1
1408,0,1.4,1,10,0,45,0.6,163,7,9,858,1303,3492,8,10,13,1,1,1,2
1824,0,1.3,1,8,0,16,0.3,118,1,0,1929,1159,3292,5,3,11,1,1,0,3
1766,0,1.0,1,2,0,37,0.7,146,6,10,1720,818,1855,7,1,17,0,0,0,2
621,0,2.2,0,17,0,61,0.6,84,4,9,625,579,3375,15,1,7,1,1,1,1
1670,1,1.3,1,19,0,58,0.4,144,6,13,1102,1714,3989,12,16,12,1,0,1,3
1249,1,3.0,0,14,1,36,0.1,94,7,13,1892,1976,2787,16,8,19,1,0,1,3
1879,1,1.3,1,13,0,47,0.8,169,5,6,1365,1867,3485,6,0,16,1,1,1,3
1184,1,1.5,0,1,0,23,0.3,146,3,10,1836,1553,2971,6,9,17,0,0,0,3
808,1,2.0,1,16,0,24,0.9,119,3,3,561,913,406,13,14,15,0,0,0,0
1194,1,2.5,0,7,1,41,0.5,184,5,1,831,867,2528,9,14,9,1,1,1,1
787,0,1.7,1,9,1,46,0.6,190,7,6,1118,1506,1539,9,1,9,0,1,0,1
806,0,1.6,0,17,0,56,0.9,185,5,18,1793,1492,3714,5,13,3,0,0,0,2
1413,1,3.0,0,18,0,52,0.9,177,1,13,940,1095,511,17,3,7,0,1,0,1
1161,1,0.5,0,7,0,23,0.4,195,6,18,1374,1517,2364,10,17,14,0,1,0,2
1048,0,2.7,0,7,1,6,0.3,148,7,6,61,1200,2051,12,8,14,1,1,1,1
1875,0,0.9,0,2,0,32,0.8,174,6,11,1165,1544,2699,10,1,13,1,0,0,2
811,0,2.5,0,2,1,14,0.5,194,3,2,1865,1048,1676,18,1,3,1,0,0,2
1372,1,2.0,0,11,0,29,0.3,156,7,14,733,745,1441,11,17,13,1,1,1,1
1582,1,1.4,0,16,1,59,0.9,122,4,4,1891,782,2683,18,16,18,1,0,0,3
1423,1,2.7,1,3,1,21,0.3,80,6,7,1134,1113,3770,8,8,7,0,0,1,2
1254,0,0.5,0,16,0,34,0.1,101,2,13,1639,1430,604,6,7,8,1,1,1,1
534,0,1.1,0,13,0,17,0.1,141,2,3,1550,1305,2334,5,1,7,1,1,0,1
944,1,1.9,1,18,0,63,0.7,158,1,6,781,731,2374,16,1,5,0,1,0,1
592,1,1.4,0,8,0,30,0.7,105,7,6,1694,815,652,10,4,10,0,0,1,1
1730,0,2.0,1,11,0,24,0.4,97,1,17,1180,1337,3765,13,11,6,1,0,0,3
852,0,0.6,0,4,0,25,0.4,127,7,13,538,1859,2305,14,15,11,0,0,1,1
1402,0,0.8,1,10,0,35,0.4,88,3,7,596,910,3232,9,13,16,1,0,1,2
1855,0,0.8,1,19,1,8,0.7,80,4,11,8,744,2865,16,1,9,0,1,0,2
1361,1,1.0,0,2,0,39,0.2,186,4,9,275,886,1414,6,7,5,1,1,1,1
658,0,1.6,1,14,0,38,0.9,88,5,13,226,1188,401,5,3,6,1,1,1,0
1456,0,2.4,0,13,1,62,0.3,102,1,8,185,857,2482,7,8,8,1,1,0,1
523,0,2.8,0,10,0,5,1.0,186,7,5,590,1521,519,8,1,7,1,1,0,0
903,1,2.6,0,19,0,35,0.3,124,6,4,1239,1113,1590,11,15,14,0,0,1,1
1304,1,1.0,0,7,0,43,0.8,81,2,0,432,1297,459,13,10,11,1,1,0,0
1015,0,1.6,1,3,0,23,0.3,93,6,0,568,521,2090,12,7,16,1,0,1,1
1231,0,1.0,0,11,1,6,0.2,117,2,19,655,518,3002,13,11,4,1,0,0,2
1887,0,1.2,1,7,1,51,0.9,119,3,16,355,1810,3357,11,2,19,1,1,1,2
